epoch,phase,loss,rmse_mean_height,mae_mean_height,r2_mean_height,rmse_mean_height_orig,mae_mean_height_orig,r2_mean_height_orig,support_ratio,lr
1,train,0.6542490366342906,1.4165226270410758,1.0028742865565976,-10.634841667806313,14.128793493010294,11.712988490845612,-2.212574434132753,0.32507478073239326,9.993488369017153e-05
2,train,0.10803531956028294,0.5079536219857929,0.35477677609051955,-0.4988236399788364,8.138679031593417,6.596953537992847,-0.0657669785894639,0.32627148594002464,9.973429768024264e-05
3,train,0.06877424910261824,0.3799906781346679,0.28304244306025145,0.16830319868748866,7.0717334125580855,5.699472247928231,0.19971988739367408,0.3258447314839105,9.939876388260622e-05
4,train,0.06019942824904983,0.3509559680691987,0.26446667734684787,0.2855265230337243,6.7604428783690516,5.409235943116088,0.26559565547915576,0.32799439373854045,9.892920197207902e-05
5,train,0.05760543410842483,0.34183544119132714,0.25834855979680754,0.3285690917254631,6.655668539145628,5.295250689682254,0.2939919659787148,0.32460804223208817,9.83268989852189e-05
5,val,0.055765787760416664,0.33238729062679906,0.24709509495907314,0.3063773154907654,6.327992078697429,5.0363092004529815,0.2976363942916521,0.3063403484530938,9.83268989852189e-05
6,train,0.05593335950696791,0.3363570307582024,0.2543317638945735,0.3544155666123726,6.592037487660191,5.242658263129132,0.31207530308116194,0.3190310629638466,9.759350579264724e-05
7,train,0.05420581714527027,0.33062887543130115,0.2485736154212012,0.3836352553310799,6.404891407818028,5.074738994695094,0.34924162257710833,0.31894084529296773,9.673103257412743e-05
8,train,0.05275252058699324,0.32607992461433144,0.24444766202553717,0.3898118823203629,6.338043491768321,5.002545631120467,0.3559047150978635,0.3180180130576765,9.574184330880152e-05
9,train,0.05148212329761402,0.3218027652523629,0.24116139043671012,0.40107273798738985,6.291843253026252,4.968582029744133,0.3658895061146712,0.32451263946053144,9.462864929568826e-05
10,train,0.05045854723131334,0.31850309350247136,0.23872772599230155,0.4143155423480325,6.251734868491026,4.931120999902929,0.3756539159291622,0.32775221644221125,9.339450172220025e-05
10,val,0.050626314603365384,0.31452254072498415,0.23744215504828559,0.37893362105123196,6.16314366896314,4.870156782235676,0.3337538239821889,0.3063403484530938,9.339450172220025e-05
11,train,0.04989479683540963,0.31615885017568673,0.2371408597086984,0.4259148291845892,6.209667395018239,4.883229343416005,0.3867476423813677,0.31917744462151787,9.204278330105191e-05
12,train,0.04971169136665963,0.3160205420880627,0.23595861782405403,0.42245499184157165,6.161057775366279,4.841739083664267,0.38985678637127175,0.3250639003676337,9.057719899847893e-05
13,train,0.04866440231735642,0.31277903286673714,0.23351783039626495,0.4389319052494203,6.120242308636397,4.802077767035143,0.4016087559892607,0.32093454283234235,8.9001765879183e-05
14,train,0.048355721138619086,0.31114571018375664,0.23251136478220108,0.43999265658192144,6.085150818947841,4.773490927117823,0.4026865548563382,0.3202865057297655,8.732080209583716e-05
15,train,0.04788249247782939,0.3100229279249024,0.23075836987530665,0.44667632489655984,6.057728247868028,4.747405879984445,0.4112014081108838,0.320615541189909,8.55389150533292e-05
15,val,0.049164209610376604,0.3099290814673828,0.2276305460504988,0.396941938424484,6.004978808021547,4.677367393215101,0.36751081454196044,0.3063403484530938,8.55389150533292e-05
16,train,0.04769608781144426,0.30940404567254043,0.23023508144067903,0.447801964114351,6.028235028720524,4.716779131952419,0.4144153107276105,0.32425985847776,8.366098878018519e-05
17,train,0.04673663989917652,0.3060437462873244,0.22736012659542937,0.4629695824672986,5.988990330357462,4.675587875596322,0.4306794392620862,0.3233488487029398,8.16921705417868e-05
18,train,0.046163610509923986,0.30420264807780306,0.2266413113359282,0.46036077531408615,5.97066643448783,4.666498019392629,0.4231789195465794,0.32922570024793213,7.963785673207463e-05
19,train,0.0460256628088049,0.3036166808848822,0.22566485500920325,0.46715335446087425,5.949132153447864,4.643917456831924,0.431983789343379,0.322900666779763,7.750367808240737e-05
20,train,0.04576481999577703,0.30280469103684216,0.2244862229985225,0.47467637952144215,5.909539681517451,4.607158351108535,0.43932021433203783,0.3226135785917978,7.529548422811888e-05
20,val,0.048251421023637824,0.3071411015913144,0.22648708257103728,0.40774280659853523,5.963007511534123,4.644738375505592,0.37632137660549025,0.3063403484530938,7.529548422811888e-05
21,train,0.04490805960990287,0.30009075336535873,0.2222639195213272,0.4820147438030269,5.863958924868222,4.566346659507846,0.4471755002285269,0.32323730374510223,7.3019327675074e-05
22,train,0.045355925688872464,0.3010106280579428,0.22305607472181702,0.4807777211919071,5.872099259155644,4.570418894144488,0.44976995874322134,0.32768210829109756,7.068144721017106e-05
23,train,0.04476289491395693,0.29936569715677736,0.22087964190103937,0.4850974873810123,5.836644754948916,4.538247107010225,0.4545979603296547,0.3265568078369708,6.828825080126027e-05
24,train,0.04450844429634713,0.29850063641521235,0.22099929105697558,0.4837534554441718,5.831787493234946,4.539532365940448,0.4530624723444612,0.325127430562232,6.584629803334938e-05
25,train,0.044312348236908786,0.2978229907334538,0.21999571217501224,0.49719096139893626,5.800158813732661,4.499975564892205,0.46693689407976224,0.3222017866131422,6.336228212923719e-05
25,val,0.04753308418469551,0.3050141833744494,0.2212697978545426,0.4159170367859132,5.888445023744915,4.541754018256517,0.3918210346714498,0.3063403484530938,6.336228212923719e-05
26,train,0.04409810659047719,0.29711368072254174,0.21955617539845415,0.4933150060387298,5.8016876152022885,4.506625198737606,0.46235941096317223,0.32209872625566816,6.084301160385527e-05
27,train,0.04350940601245777,0.29525987810989224,0.21770523214746862,0.4971894836262052,5.7639489042252325,4.470193139316615,0.4675325785086548,0.32444679354493683,5.829539160260088e-05
28,train,0.04375086603937922,0.2961806777518215,0.21839174174910067,0.5020881557230781,5.786188727700945,4.485932937977719,0.47053207070911995,0.32890281171814817,5.5726404974814786e-05
29,train,0.042924829431482264,0.29325899380439086,0.21555443735283128,0.49893175996824934,5.715274420875939,4.425252734639419,0.4705114306249609,0.32970249391085393,5.314309313427563e-05
30,train,0.04301308296822213,0.2929795259815729,0.2158938869786974,0.5092641900472992,5.7131785004890325,4.4260281454175345,0.4810775890032737,0.3228629232459777,5.0552536759174596e-05
30,val,0.045898828751001604,0.29933319305257217,0.2257094719134504,0.4374718944625441,5.9219580886748595,4.627083632271367,0.38487864454449927,0.3063403484530938,5.0552536759174596e-05
31,train,0.04290895204286318,0.2928356442262184,0.2153075500152226,0.5104550553002316,5.669957080849503,4.388008774087906,0.4852570418930394,0.3190991082102866,4.796183638446847e-05
32,train,0.04260872505806588,0.2920262356412804,0.2141605958026135,0.5095683564345319,5.680228331846282,4.391230711288414,0.4845899295905215,0.3247132441280661,4.537809293980692e-05
33,train,0.041926822146853886,0.28975245738146715,0.21233920523311886,0.5164646535786923,5.6431049859893525,4.355958822157091,0.49141723130123005,0.32548928139982997,4.2808388286378006e-05
34,train,0.04207404884132179,0.2903646855289822,0.2131477188416778,0.5154320948455957,5.67316743039154,4.382813612491191,0.48794175187698474,0.3254964488583642,4.025976580601869e-05
35,train,0.042545834103146114,0.2919693755784981,0.21412445212505807,0.5137323005151611,5.66495960816521,4.375276317940206,0.4889118929655921,0.3199257338167848,3.7739211095795235e-05
35,val,0.04421292818509615,0.2943075944843227,0.21825699069008794,0.4562022489565358,5.739246869341451,4.477134946304773,0.42224999488516635,0.3063403484530938,3.7739211095795235e-05
36,train,0.04199342469911318,0.2899031659004659,0.2128956722868533,0.5251600237741774,5.6435513441305005,4.359499733952018,0.4968838594114735,0.3273248320093026,3.525363282096656e-05
37,train,0.04168412492081926,0.2889694228966455,0.21176961534432698,0.5152099782993632,5.626682202057586,4.3434562340886895,0.4914766739807719,0.32792593508556084,3.280984377881357e-05
38,train,0.04075911238386824,0.28570967553304877,0.2085572488064715,0.5292042281603742,5.556586968600013,4.277913587363539,0.5048106145499546,0.32476936874760165,3.0414542225235103e-05
39,train,0.04067642624313767,0.2854297079667492,0.208348941814404,0.5277201680254806,5.527668488958205,4.2533317089620395,0.5054413988345466,0.3211546263380631,2.8074293515294364e-05
40,train,0.040594358701963686,0.2849163454500494,0.2080664366787157,0.5257084199631703,5.543691875506412,4.2681791523212755,0.5025115525812853,0.3243719529662583,2.5795512108036444e-05
