epoch,phase,loss,rmse_tree_count,mae_tree_count,r2_tree_count,rmse_tree_count_orig,mae_tree_count_orig,r2_tree_count_orig,support_ratio,lr
1,train,0.08266514519235932,0.4069622054550878,0.3091246386936823,-1.8273902383345826,0.8877494000176168,0.6967202532742248,-0.7579475003558473,0.3259251125899377,9.97306926147483e-05
2,train,0.02909510242160653,0.24188660865983533,0.22065972226729458,0.0014077310959481615,0.6729001955088788,0.5618721346121203,-0.009649881921864223,0.32418047193809063,9.89220066641605e-05
3,train,0.02900192418049291,0.2416552118766631,0.22046811285853257,0.008276571774051833,0.6741091661808123,0.5621586088046657,-0.00547123043646458,0.3270054715605536,9.758279907560382e-05
4,train,0.028717827551143684,0.23993956830905178,0.21926992939730436,0.0083486930869473,0.665340032604753,0.5577791969895126,-0.0037029806987276537,0.3206367099408022,9.572774248766566e-05
5,train,0.02848475085910653,0.23922016970211404,0.21870728815282103,0.011932114730369259,0.6628541581084888,0.5562448331611503,-0.0004500061995513782,0.3239779259331038,9.337716128851897e-05
5,val,0.029244360985693992,0.2449633492977757,0.22473141532459343,0.01416795936060733,0.6884006786055132,0.5754969610995476,0.0162867280457345,0.31015199384131986,9.337716128851897e-05
6,train,0.028801357623228094,0.24049603888799978,0.21931020996923692,0.010856823014430805,0.6691406192554057,0.5587066031589824,-0.0020540918446740886,0.3248427741715998,9.055680893767266e-05
7,train,0.028601839779988186,0.23980866663909653,0.2188666702232585,0.01187755061705853,0.6659662191327727,0.5571372821814303,-0.0005904290839435777,0.31991423774011357,8.730949798492324e-05
8,train,0.028729363405417742,0.24039334132309204,0.21910166960067437,0.010412200687723416,0.6685569039278839,0.5581009518998162,-0.0024926604658157547,0.3243897297128369,8.364843194063019e-05
9,train,0.0286291587803372,0.2399205992627331,0.2189127326322932,0.011221570544618142,0.6662636168951391,0.5573554106914822,-0.0016309200375701494,0.3284616109841468,7.962418473924e-05
10,train,0.028626432123872423,0.23988728616369315,0.21875567909253513,0.012888775596052282,0.6668856726779507,0.5570863752212515,-0.0008090174113977167,0.32182994986727476,7.528084687521939e-05
10,val,0.028954443993506492,0.24410713487044872,0.21973464347470664,0.021047424930306646,0.6932292179556262,0.5636649477534268,0.0024385241762527876,0.31015199384131986,7.528084687521939e-05
11,train,0.02860068619456078,0.23980270319601102,0.2188494766421725,0.014541849359772319,0.6667748345305379,0.5574227424170054,0.0014283317747506574,0.323397384066762,7.06660048671083e-05
12,train,0.028827627909552192,0.24052444459734407,0.2193278961640383,0.014575503797916833,0.6703430600362446,0.5592800111654905,0.00028228507457439544,0.32514235244174183,6.583021988966523e-05
13,train,0.028636761957017826,0.2400824044903252,0.21887707979193477,0.01556086848043925,0.6688579805597544,0.5578074130794085,0.001636507173913726,0.3210617930618758,6.082647381505643e-05
14,train,0.028757364069882947,0.24008179881151348,0.21905789074356136,0.016388839677320077,0.6688411105940575,0.558360966095309,0.0027274463065847243,0.3268400369231234,5.572730262187051e-05
15,train,0.028455911223421393,0.23914825671962808,0.21849104023867744,0.01660489883823346,0.6644692853319962,0.556136454055112,0.003118487446287177,0.32103658459850193,5.055343945228385e-05
15,val,0.0297393798828125,0.24774970060551646,0.2129553559636637,-0.008386407673887986,0.7100843262611034,0.548045347207587,-0.04666042706214024,0.31015199384131986,5.055343945228385e-05
16,train,0.028468338484616624,0.23897087308681345,0.21855919232603335,0.01606059068260335,0.6629605330572261,0.5561539531923654,0.0033224242061340448,0.32440580125526874,4.537899078887507e-05
