epoch,phase,loss,rmse_mean_height,mae_mean_height,r2_mean_height,rmse_mean_height_orig,mae_mean_height_orig,r2_mean_height_orig,support_ratio,lr
1,train,0.2405101867885524,0.9060935976401152,0.51426478362408,-3.674303344577906,10.188377885606371,7.859968296381609,-0.643877976451537,0.3229902339555144,5.9960131902780346e-05
2,train,0.06236282820554124,0.37339241978612225,0.26851775069871,0.21521963889228612,6.854569744656806,5.459631641891804,0.2586556728226864,0.31810233519249353,5.983897177259922e-05
3,train,0.05459096587400666,0.33737697210825246,0.24944063880870174,0.341049603131236,6.510125105592752,5.15234052616785,0.3200181054189899,0.32750712391437126,5.963684737401818e-05
4,train,0.0528637863106744,0.3278307518121556,0.24459033770296051,0.38981083448147313,6.37410504515905,5.032401280412155,0.35636644887589675,0.31873025271491084,5.9354312715964256e-05
5,train,0.050939396074957045,0.3198196824668826,0.23995918719431322,0.3993439550019662,6.326858855092304,4.9897040019661025,0.35227358331224345,0.32495180110341493,5.899214220629632e-05
5,val,0.056209415584415584,0.333379768668312,0.26851769638274764,0.29805961335223874,6.843064045716817,5.562013714985201,0.18174503199413383,0.31461730560699064,5.899214220629632e-05
6,train,0.04987600005369416,0.31691427209138173,0.23759743555437124,0.4191332726084753,6.241017817258689,4.911073028473566,0.374103553296426,0.33482512903377365,5.855132852920731e-05
7,train,0.04907619830259343,0.3136193500742037,0.2346852199898941,0.43346707512396565,6.159811488341351,4.832834162891135,0.3898790467926183,0.3199179475659767,5.803307992434554e-05
8,train,0.04872162809076997,0.3120932151505209,0.23360806768183068,0.4441669546174044,6.151606692499888,4.821900896149075,0.40307980015575406,0.32131986847448185,5.74388168751138e-05
9,train,0.047943954205594934,0.3097689867741236,0.2315133935689966,0.44159922348562597,6.092070225836981,4.768660982869921,0.3993097053506147,0.32555620121382356,5.6770168215223476e-05
10,train,0.0465258831011061,0.30563955523474157,0.22732917159829089,0.45846532533421747,6.015176226185535,4.696490065491371,0.4202214053983965,0.3280989656743315,5.602896666417397e-05
10,val,0.048070734197443184,0.30631075645272615,0.2327517508618013,0.40742101681387366,6.077984261459559,4.794869991869975,0.35448463546874287,0.31461730560699064,5.602896666417397e-05
11,train,0.04620623506631229,0.30297588292321587,0.2244133745267025,0.474237275168755,5.919445016585377,4.606445783315348,0.4400753450364797,0.3202554237391941,5.521724380389659e-05
12,train,0.045553987378516965,0.30108783999949695,0.22336903204693712,0.46856220748713173,5.929395782040279,4.617941738145515,0.42966996507859023,0.32511873015833065,5.4337224510329115e-05
13,train,0.045817057291666664,0.30263372738576066,0.22397805364105938,0.47812659017399806,5.921341387029054,4.600960237614781,0.4430150636805179,0.3181169385352905,5.33913208551858e-05
14,train,0.04482770048056271,0.2997554471504961,0.22124888632385506,0.47640558080860484,5.85192496848359,4.546174428501883,0.44427988815640396,0.3299491593927862,5.238212549463646e-05
15,train,0.04491715578688789,0.29968264284909985,0.22105669192568206,0.47865759631982485,5.852700888608494,4.53921228384246,0.44668716336574454,0.32174769136094555,5.1312404563016e-05
15,val,0.05056723062094156,0.31450241560992426,0.2500895091061188,0.3753025692652313,6.455825595181222,5.182030762269466,0.27173234772355703,0.31461730560699064,5.1312404563016e-05
16,train,0.04422170108126611,0.29715216438606773,0.218878912511175,0.48754574493154756,5.804908496106108,4.494272857526642,0.456423035845537,0.323981976591025,5.018509009104258e-05
17,train,0.04450008221917955,0.2981350640400616,0.22001336029769117,0.4900740255081537,5.810903915910135,4.506168131320265,0.45907041931506287,0.3296210692100918,4.900327196932532e-05
18,train,0.04401646774659042,0.29647282153172094,0.2186261567253377,0.5023682834571206,5.780276608359057,4.473927297468026,0.4699902581621498,0.32315260110442173,4.7770189479188604e-05
19,train,0.04368628013584622,0.2951068635852871,0.21730996528650726,0.5020489624337671,5.777102961309127,4.469748673106369,0.4705075353398094,0.31822015821319266,4.64892224140274e-05
20,train,0.043456978814298754,0.29465981269461483,0.21703073274292561,0.5052040191040583,5.789113683616132,4.480435824003222,0.47154027211190797,0.32643591497362273,4.5163881815528476e-05
20,val,0.04788961038961039,0.30504053782250184,0.23754698848957403,0.412325475302173,6.18374345441683,4.911141046214663,0.3318247746782552,0.31461730560699064,4.5163881815528476e-05
21,train,0.04338912701688681,0.29418990261065325,0.21603461874017593,0.5024631402427133,5.774356345962151,4.458804635639974,0.4706145206178125,0.32934711888893364,4.3802560312330345e-05
22,train,0.04358214283317225,0.294554808088292,0.21635580482352906,0.509712280936759,5.739938535739873,4.427591353917199,0.47897437104726337,0.31976989536350947,4.23996029202647e-05
23,train,0.042791202715582045,0.292667599951309,0.21506961977100778,0.5019012012789945,5.723758412014323,4.4235297715141915,0.4734390204086837,0.32356220258470253,4.096348135762773e-05
24,train,0.041859525175848365,0.2893528823348839,0.2117528749313037,0.506821594279929,5.674007211393183,4.379230815453864,0.4795220520999125,0.32551899808378976,3.949813193379896e-05
25,train,0.042010120509826034,0.29016287999899415,0.21293232210247015,0.5099395813157519,5.656952253271701,4.362416755455167,0.4817428982090579,0.3285811906008376,3.800757106969399e-05
25,val,0.046565068232548704,0.301369717989117,0.23366376222449287,0.42638437575846644,6.081052936040833,4.821765234548371,0.35383265067846437,0.31461730560699064,3.800757106969399e-05
26,train,0.0419414821768954,0.288998389906405,0.21161843362601823,0.5218144143864787,5.6354038885361675,4.345535047953476,0.4933771439761536,0.33074348161310674,3.649588428903364e-05
27,train,0.04187530832192332,0.2886605683435143,0.21073281177237374,0.5159288512763258,5.60713486329392,4.308022027565809,0.49045079892006105,0.31565951317855995,3.496721502020771e-05
28,train,0.04192092738200709,0.2892498976782938,0.21110860514984445,0.5160024103808554,5.625300132247087,4.324724894053767,0.49234239017011594,0.32703216133248764,3.343106745695812e-05
29,train,0.041434533817251935,0.28723827025141463,0.2098029509248901,0.5132991335203518,5.6143533880186896,4.314722292364288,0.4879870450736238,0.3290395310654263,3.1881060380645533e-05
30,train,0.04101971498469716,0.2860366187958486,0.20859381291156154,0.534161601983448,5.566835860917301,4.272349528673808,0.5073842690892277,0.32734134844488294,3.032671972772758e-05
30,val,0.045468020748782464,0.2968309567174522,0.2258667214415135,0.44353208013649037,5.930126152204275,4.64807433376655,0.3855093120123626,0.31461730560699064,3.032671972772758e-05
31,train,0.040839755658021906,0.28539926916128594,0.20805750443527068,0.5354140713033697,5.531349455417601,4.24491171389872,0.5117068562967312,0.32113107373214667,2.877230583789336e-05
32,train,0.04064495702789411,0.28460212066607926,0.20727679343974725,0.5316606911528696,5.553877320989074,4.265361787168478,0.5056840095176701,0.32521253762785923,2.7222079251568762e-05
33,train,0.03993744211098582,0.28277201529343,0.20564008184710633,0.5380606663225402,5.522015913981109,4.233394096696458,0.5108666256350771,0.33230963113791345,2.568028903207196e-05
34,train,0.040215036713380586,0.2831939661908671,0.20552519477299455,0.5360431018943999,5.527786170644323,4.232657500677669,0.5113584415436675,0.3298277445265518,2.4151161119226078e-05
35,train,0.03987383760537479,0.2823598269712854,0.20448471598873583,0.5378558094656689,5.493173178104611,4.200233112935634,0.5149100841468217,0.32958895234307883,2.2644049968287973e-05
35,val,0.044621455204951296,0.294728599860222,0.22426544420201106,0.4513867269071593,5.882574195318144,4.614222784129091,0.3953246446624089,0.31461730560699064,2.2644049968287973e-05
36,train,0.04029201232280928,0.2834248881820313,0.20564253790688103,0.5298087633748192,5.510951704185133,4.215938862532932,0.5073712587230894,0.32600982246530014,2.115269497904045e-05
37,train,0.04031214763208763,0.2836617589295871,0.20507964783391236,0.5397236913766845,5.509877658342323,4.204695568660304,0.5185875022366728,0.3289259291186775,1.968641211703398e-05
38,train,0.039125160662988615,0.2797186382027672,0.20208657178485165,0.5439447767233114,5.436860679523671,4.146798561990131,0.523363940804006,0.32918716378228363,1.8249220361673273e-05
