epoch,phase,loss,rmse_tree_count,mae_tree_count,r2_tree_count,rmse_tree_count_orig,mae_tree_count_orig,r2_tree_count_orig,support_ratio,lr
1,train,0.02871499602327642,0.24028396787692377,0.2189693736839412,0.014339874355751903,0.669384536882336,0.5580936414777946,0.0005145469032078465,0.3259251125899377,4.986534630737415e-05
2,train,0.028613847555573453,0.23989437876585668,0.2188405546803908,0.01778923079411998,0.6684266962315666,0.5577721888089766,0.0037299757313440374,0.32418047193809063,4.946100333208025e-05
3,train,0.028764705068057346,0.2406806329420232,0.2192403293964595,0.0162595473095547,0.6716444414550958,0.5594049283368211,0.0018678755285740367,0.3270054715605536,4.879139953780191e-05
4,train,0.02849319300700709,0.23903065087589287,0.2184266406020255,0.015847431205795237,0.6630233594669164,0.5558658225581382,0.003274514801695161,0.3206367099408022,4.786387124383283e-05
5,train,0.02834752662894652,0.2386472601319775,0.21812565586234894,0.016659104949859005,0.6615494538576939,0.5549252055952169,0.0034845146873000443,0.3239779259331038,4.6688580644259484e-05
5,val,0.02890569513494318,0.24380878974868708,0.22176885121406503,0.02343889329574167,0.689759171308564,0.5684271510698286,0.012400369592712512,0.31015199384131986,4.6688580644259484e-05
6,train,0.028586371248120704,0.23962413051178105,0.21879081335720565,0.018016016580284067,0.6670784560876422,0.5574901117278572,0.0041126684983627815,0.3248427741715998,4.527840446883633e-05
7,train,0.02846702759208548,0.23924466978298878,0.2183999106939588,0.016519940058617455,0.6646050310937338,0.5560529085221776,0.003495663505699409,0.31991423774011357,4.365474899246162e-05
8,train,0.028536295153431056,0.2396130733523195,0.21867012422202506,0.016825777278973386,0.6667638937034855,0.5570770354143241,0.00287732147368136,0.3243897297128369,4.1824215970315096e-05
9,train,0.028476833068218427,0.23930548808692953,0.21857628748654817,0.01628515406397013,0.6647463894306264,0.5565626425830742,0.0029257495941718004,0.3284616109841468,3.981209236962e-05
10,train,0.028462622993180843,0.23922172122214508,0.21833060097730053,0.01835863799155657,0.6652043620879143,0.5560981687809684,0.004230975936967085,0.32182994986727476,3.7640423437609695e-05
10,val,0.028907280463676948,0.24399115148419676,0.21800002386117415,0.02197746952616353,0.694402215223964,0.559659769493922,-0.0009402337777022485,0.31015199384131986,3.7640423437609695e-05
11,train,0.0284631473501933,0.23920063253432955,0.21834568985253627,0.019484000693640313,0.6652965459414091,0.5562621587983411,0.005851236269298732,0.323397384066762,3.533300243355415e-05
12,train,0.0286901939365872,0.239947375782039,0.21877342764968183,0.019298313428999903,0.6689276638816605,0.5580041347042082,0.004499536944637672,0.32514235244174183,3.2915109944832615e-05
13,train,0.02850645923942225,0.23956652687549174,0.21841795464497918,0.019786954853999617,0.6675688392161587,0.5567607829143214,0.00548124370825831,0.3210617930618758,3.0413236907528214e-05
14,train,0.028651076903457903,0.23964097665939899,0.2186057513163182,0.019997605683128583,0.6676565876380227,0.5573352642946744,0.006256673728711415,0.3268400369231234,2.7863651310935256e-05
15,train,0.028353189684681056,0.23872044778166918,0.21790971023298725,0.02012011507088174,0.6633565693629528,0.554820923001993,0.0064544345988699625,0.32103658459850193,2.5276719726141925e-05
15,val,0.029005174512987012,0.24441658262498497,0.21607009922813167,0.018563870427064866,0.6969721176844089,0.5552399519149988,-0.00836267178408212,0.31015199384131986,2.5276719726141925e-05
5,test,,0.2278464337244503,0.21438508108937607,0.002988057382118714,0.6023935124291573,0.5346037762462257,0.020347563552844283,0.2676974429652609,2.5276719726141925e-05
