epoch,phase,loss,rmse_tree_count,mae_tree_count,r2_tree_count,rmse_mean_height,mae_mean_height,r2_mean_height,rmse_tree_count_orig,mae_tree_count_orig,r2_tree_count_orig,rmse_mean_height_orig,mae_mean_height_orig,r2_mean_height_orig,support_ratio,lr
1,train,0.5134188948006465,0.4187721614589323,0.3124031676676364,-1.9938422327131162,1.103143323329592,0.7504807483170283,-5.99956193885136,1.559285503994513,0.8122486027535397,-4.422442058210394,12.355357651244187,9.972573079123958,-1.4375902189344805,0.3257218985721983,9.99755747381037e-05
1,val,0.12541316105769232,0.2704265159678042,0.23248943775809885,-0.2014321582306784,0.4245798367836696,0.3011165615071713,-0.12317877764165153,0.7407575159790879,0.591473477366369,-0.1390376631709267,7.2183557224146995,5.8009037957928316,0.09365172321358783,0.3078213998904595,9.99755747381037e-05
2,train,0.1126384866648707,0.2559879501484514,0.22346754113063946,-0.11830098128170818,0.4132262245284262,0.30574137871797163,0.022795438723509864,0.6998492407694942,0.5681110745128455,-0.09191781064557003,7.4983467713215175,6.068610165511311,0.10469581330633482,0.3246025874696929,9.99023230571995e-05
2,val,0.09925255408653846,0.2551962862892711,0.22366537018812893,-0.0699153209487211,0.3625186651993025,0.2636758964084947,0.18117536199183448,0.7146276447245933,0.573167909307478,-0.06009692854496329,6.656243070396322,5.299311413622443,0.22931501373803365,0.3078213998904595,9.99023230571995e-05
3,train,0.09542320514547414,0.24791282544919271,0.21966583052649227,-0.04347539181347537,0.3652504257667529,0.2731943714763837,0.22771014194055594,0.6851054208556928,0.5605032900350223,-0.03806688263028746,6.89698195126551,5.536171740760142,0.2337294062272719,0.3270769579657193,9.978031724785255e-05
3,val,0.09328832381810898,0.24974594186796845,0.21961219046443387,-0.024702006410048938,0.3491081918528441,0.261924600740706,0.24063559337227236,0.7027402986944794,0.5633917166632374,-0.025122271692820997,6.625834577491137,5.30462111493481,0.23634054974162988,0.3078213998904595,9.978031724785255e-05
4,train,0.09011356748383621,0.24328176149851755,0.2174725992963262,-0.01919157813568706,0.3506455546225448,0.26365116338081446,0.29685530221853706,0.6704471571288443,0.5538532598361239,-0.018690750343702378,6.716071749421553,5.365639452388049,0.28117782368556776,0.3205181253367457,9.960967771506671e-05
4,val,0.08549929887820513,0.24751048189368158,0.22118595887072431,-0.0064400203515622145,0.3289449880053127,0.24445991675511605,0.3258186961695415,0.6950041173883993,0.5673357961070683,-0.0026761994390305244,6.277451130872953,4.994014677342423,0.31453508046915624,0.3078213998904595,9.960967771506671e-05
5,train,0.08602000269396552,0.24182815561381027,0.21702890558864238,-0.010114076361769753,0.339442692358971,0.25530662853928393,0.32971309871830223,0.6663167792457416,0.5525314306978961,-0.011606436696888656,6.5817932985184395,5.235801815686762,0.3013180026204675,0.32434965988685344,9.939057285945934e-05
5,val,0.08422695062099358,0.24714911102390566,0.21818419498499564,-0.0035033156185382275,0.32505908621890517,0.24122050071146964,0.34165312604787423,0.699422296699743,0.5601364959906884,-0.015464854976443343,6.222173076609987,4.919060928061421,0.32655407830276917,0.3078213998904595,9.939057285945934e-05
6,train,0.08405004040948276,0.24183114858484,0.2170877956052193,-0.001403218690512853,0.33295291409802935,0.25039309122592174,0.36533673372069775,0.6699269773470706,0.55360519290099,-0.006636998691098128,6.45192095790371,5.125239960151487,0.3360486583542489,0.3250816608297414,9.912321891107009e-05
