epoch,phase,loss,rmse_tree_count,mae_tree_count,r2_tree_count,rmse_tree_count_orig,mae_tree_count_orig,r2_tree_count_orig,support_ratio,lr
1,train,0.07029270481418919,0.37851207532862213,0.27162756130421206,-1.4736994792027223,0.8583774363121676,0.6271651831444772,-0.6781483465735614,0.32507478073239326,9.993398263746848e-05
2,train,0.030059608253272804,0.2473211343553798,0.21936094869853495,-0.041411868113982786,0.678127936662541,0.5582475061295454,-0.022253671731493174,0.32627148594002464,9.973248255571693e-05
3,train,0.029020670297983532,0.241884516896347,0.21792600870319978,-0.0033565647252233877,0.6675481336532368,0.5549446833107576,-0.004093934450130954,0.3258447314839105,9.939603966138799e-05
4,train,0.02890571388038429,0.24105936277988205,0.21725313929867937,-0.0001374418574544567,0.665155418110552,0.5531540839296778,-0.0022819131548033056,0.32799439373854045,9.892557612106927e-05
5,train,0.02859445520349451,0.23998421741213646,0.2166654028292955,0.01000455384307608,0.6644220607388206,0.5519098379108592,0.0034619893316384376,0.32460804223208817,9.832238144262324e-05
5,val,0.029194758488581732,0.2441201162927755,0.2180202237527427,0.01507746379311492,0.690967681011941,0.5588535687608485,0.0002525775935209307,0.3063403484530938,9.832238144262324e-05
6,train,0.028309280807907518,0.23854333424806584,0.21613215109233896,0.014454100199917774,0.6580740461542935,0.5498442588222235,0.009448580793314343,0.3190310629638466,9.758810894073588e-05
7,train,0.028171023807010136,0.23793553457321318,0.21560250951155113,0.017916207851797816,0.6564807919259178,0.5484466573115058,0.011789508789777692,0.31894084529296773,9.672477120529634e-05
8,train,0.028568267822265625,0.23946730983146955,0.2164143780498314,0.0184007897094961,0.6645601927390543,0.5518101691491754,0.01102705625957967,0.3180180130576765,9.573473458502748e-05
9,train,0.02840052424250422,0.2388297517493917,0.2155657877631938,0.021972378930334324,0.663219894753684,0.5497626746379102,0.010915791963881039,0.32451263946053144,9.462071270148897e-05
