epoch,phase,loss,rmse_tree_count,mae_tree_count,r2_tree_count,rmse_tree_count_orig,mae_tree_count_orig,r2_tree_count_orig,support_ratio,lr
1,train,0.028745933087011382,0.2404026698800806,0.21885054846329227,0.013365787472153556,0.6696520936075828,0.5578352880086938,-0.0002846125767836938,0.3259251125899377,4.986534630737415e-05
2,train,0.02863319632933312,0.23997067101613767,0.21878603154789195,0.017164397600394454,0.6684540308295179,0.5576604172561717,0.003648491261789122,0.32418047193809063,4.946100333208025e-05
3,train,0.02876318443272122,0.24067182210362176,0.21919320512625556,0.016331571546821078,0.6716111448920508,0.5592934918880148,0.001966837251077269,0.3270054715605536,4.879139953780191e-05
4,train,0.028502159511920103,0.23907796357534888,0.2182635473000575,0.015457794790823653,0.6631920739093691,0.5554996049715011,0.0027671921634960794,0.3206367099408022,4.786387124383283e-05
5,train,0.02835062033532002,0.23867488541650925,0.21800461522734735,0.016431432993457173,0.6614786831403854,0.5546586133936563,0.003697712183138746,0.3239779259331038,4.6688580644259484e-05
5,val,0.029207502092633928,0.24484233714173756,0.2251498806368389,0.015141722941855229,0.6865015980775127,0.5765318290433417,0.02170675146619916,0.31015199384131986,4.6688580644259484e-05
6,train,0.028666335692520403,0.23994896440216948,0.21877509043181928,0.015351861828038826,0.667665272352061,0.557489561588498,0.0023597714518930335,0.3248427741715998,4.527840446883633e-05
7,train,0.02846959694144652,0.2392580926900765,0.21831932321031627,0.016409579967359367,0.6646328636071346,0.5558634435756346,0.0034121979893295684,0.31991423774011357,4.365474899246162e-05
8,train,0.028588363804768042,0.2398204998772977,0.21871557233386166,0.015122826094236652,0.6671831707639451,0.5571999595536089,0.0016228980835467643,0.3243897297128369,4.1824215970315096e-05
9,train,0.02853173324742268,0.23951755522581547,0.21862342428611656,0.014540889618873676,0.6652705252754677,0.5566806648953835,0.0013527936749251346,0.3284616109841468,3.981209236962e-05
10,train,0.028518938936318728,0.23944664095979468,0.218429790559221,0.016511863278068528,0.6658116908972774,0.556324031045959,0.0024118799671027924,0.32182994986727476,3.7640423437609695e-05
10,val,0.028878150048193992,0.2438377930575592,0.21904301506707666,0.023206537537684646,0.6929308758463891,0.5620670085908378,0.003296971989820152,0.31015199384131986,3.7640423437609695e-05
11,train,0.028512751523571734,0.23944714877898166,0.21848568838124965,0.01746195190392308,0.6658438400830446,0.5565891779996445,0.00421492659281042,0.323397384066762,3.533300243355415e-05
12,train,0.028730779169351375,0.24011345615973884,0.21889624856962808,0.017940251701262344,0.6692977371064579,0.5582809290749042,0.003397743748162152,0.32514235244174183,3.2915109944832615e-05
13,train,0.028541066802244417,0.23970326033547815,0.2184991009232745,0.01866771527245159,0.6679116827916176,0.5569360138194585,0.004459470669042842,0.3210617930618758,3.0413236907528214e-05
14,train,0.02865757893041237,0.2396748089272805,0.21865793053311758,0.019720874679644118,0.6677651559993196,0.5574433212042613,0.005933460093254239,0.3268400369231234,2.7863651310935256e-05
15,train,0.028374531015088057,0.23881051335693593,0.21803959939433737,0.019380588191750925,0.6635887150092981,0.5551103900697499,0.005758918352214537,0.32103658459850193,2.5276719726141925e-05
