epoch,phase,loss,rmse_tree_count,mae_tree_count,r2_tree_count,rmse_tree_count_orig,mae_tree_count_orig,r2_tree_count_orig,support_ratio,lr
1,train,0.057205147759611254,0.3366684796453874,0.2732653282595214,-0.9350068793888848,0.8071608856592697,0.6465440977833403,-0.453266767821245,0.3259251125899377,9.97306926147483e-05
2,train,0.02901110042821091,0.2415408388850736,0.22082685902242635,0.004260606993942928,0.6725422382230224,0.5623306910538175,-0.008575977039024796,0.32418047193809063,9.89220066641605e-05
3,train,0.028972140702185352,0.24152733206121663,0.22063331318771598,0.009325900295691025,0.6739294024874445,0.5625519289918355,-0.004935046888671524,0.3270054715605536,9.758279907560382e-05
4,train,0.02864038002040378,0.2396368560670563,0.21940100581966127,0.01084928632391613,0.6647066674104329,0.5580520130029611,-0.0017929559821632246,0.3206367099408022,9.572774248766566e-05
5,train,0.028470488348367698,0.2391520731334204,0.21885293642086806,0.012494562755958505,0.6628663051079907,0.5565566779299472,-0.000486673623077305,0.3239779259331038,9.337716128851897e-05
5,val,0.029374556107954544,0.24544325612484244,0.22569548761886576,0.010301495584384202,0.6883090231948669,0.5778073889534063,0.016548658762713275,0.31015199384131986,9.337716128851897e-05
6,train,0.02875143883564218,0.24030695949161365,0.2194767284707831,0.012411551940573529,0.668771974567433,0.5590631571318944,-0.000950287497841984,0.3248427741715998,9.055680893767266e-05
7,train,0.02855359893484214,0.23960639578889567,0.2188894261382575,0.013543746251176825,0.665550472923309,0.5571510209834282,0.0006584685914071686,0.31991423774011357,8.730949798492324e-05
8,train,0.028632409793814432,0.24000099542395686,0.21918585942102511,0.013639776565340878,0.6677691294972993,0.5582443024189896,-0.00013153668483334435,0.3243897297128369,8.364843194063019e-05
9,train,0.028567809009879725,0.239675717205805,0.21901190208076574,0.013238992356093493,0.6657387046938367,0.5575505763035467,-5.3282700202883504e-05,0.3284616109841468,7.962418473924e-05
10,train,0.028562932489663875,0.23963173779909663,0.21881986038655724,0.014990765255709193,0.6663085849248399,0.5572021042235257,0.0009223280294096137,0.32182994986727476,7.528084687521939e-05
10,val,0.02897089177911932,0.2442367613529923,0.21907632313265618,0.020007456378210775,0.6945207526780037,0.5621169469839559,-0.001281992577707891,0.31015199384131986,7.528084687521939e-05
11,train,0.02857410129402921,0.23967696952104298,0.2189065599775633,0.015574971923165704,0.6665237109291489,0.5575353260795232,0.0021803628308327827,0.323397384066762,7.06660048671083e-05
12,train,0.028784473327426976,0.24033915131354863,0.21927086251175135,0.01609320574338058,0.6699910838525204,0.5591210758963271,0.0013318504905869277,0.32514235244174183,6.583021988966523e-05
13,train,0.0285986412022122,0.23994237414260478,0.21894266067463383,0.016708900570767904,0.6685492408691354,0.5579427324252229,0.0025579682479734966,0.3210617930618758,6.082647381505643e-05
14,train,0.02873072673365013,0.23997093928282784,0.21909094628381823,0.01729700926416633,0.6685525270576792,0.5584232353843668,0.0035878430383140536,0.3268400369231234,5.572730262187051e-05
15,train,0.02843053234401847,0.23903988895184042,0.21845867886666334,0.017495929266073018,0.6642267437148351,0.5560496681110023,0.0038461091191658303,0.32103658459850193,5.055343945228385e-05
15,val,0.029188081815645292,0.2453103057734768,0.21607772699569883,0.011373394067261233,0.7008116161750658,0.5551770556864983,-0.019503062808044813,0.31015199384131986,5.055343945228385e-05
16,train,0.02843934154182775,0.23882609297749594,0.21851301532500228,0.017252465662040417,0.662669246952466,0.5560290291912343,0.004198055666684852,0.32440580125526874,4.537899078887507e-05
17,train,0.028506039753812284,0.23932801294313524,0.21861264470040004,0.01697987034905779,0.6652039995923253,0.5566842509925413,0.0032607914903114432,0.32430635694785626,4.026064897402341e-05
18,train,0.028386538790673325,0.23888411155036854,0.2182274897909106,0.01714318750250543,0.6632717422344278,0.5553702359854149,0.003613644555974793,0.32155989289693404,3.525449163173428e-05
19,train,0.02833777358851482,0.23856128455549813,0.21827215340920772,0.01721009618653091,0.6613495710824939,0.5552517845315224,0.0036175064926603495,0.32301975525531573,3.0415367269455604e-05
