epoch,phase,loss,rmse_tree_count,mae_tree_count,r2_tree_count,rmse_mean_height,mae_mean_height,r2_mean_height,rmse_tree_count_orig,mae_tree_count_orig,r2_tree_count_orig,rmse_mean_height_orig,mae_mean_height_orig,r2_mean_height_orig,support_ratio,lr
1,train,0.5088126346982759,0.38952087487407616,0.2979806339795228,-1.5902088167230222,1.0980959467763844,0.7624669932281872,-5.935656188677139,0.9451235790074252,0.6894564943699356,-0.9921444843857947,12.488723414953503,10.151466921994938,-1.4904977322090098,0.3257218985721983,9.99755747381037e-05
1,val,0.13232108874198717,0.2705934432563742,0.22691954245555257,-0.20291584195583168,0.4419867717945465,0.32578026418068207,-0.21716288384837767,0.7653088234103949,0.5819753258379502,-0.21579231004390498,7.731393281744522,6.317153917774212,-0.039762341093376063,0.3078213998904595,9.99755747381037e-05
2,train,0.11098759092133621,0.25301780225915455,0.22321269349472808,-0.0925009385534643,0.4074866301000067,0.3035375796296704,0.049753097754179354,0.696305098357943,0.5687142270116373,-0.08088653965934256,7.448756552376715,6.030793554368293,0.1164988195151635,0.3246025874696929,9.99023230571995e-05
2,val,0.10001627604166667,0.25301272002636066,0.2233862356620353,-0.0516843651023271,0.36501787295867616,0.27082249185110796,0.16984647284624876,0.7133755300046273,0.5729946375693679,-0.05638534495937608,6.820970025911002,5.473309497070957,0.19069758802636627,0.3078213998904595,9.99023230571995e-05
3,train,0.09379419787176724,0.24666106105332125,0.22050963435176876,-0.03296453794562937,0.3593075555347432,0.2711541811459866,0.25263704138653387,0.6835497940430989,0.5626614944969082,-0.033358085232231494,6.877201055159271,5.516119760060516,0.2381185094155126,0.3270769579657193,9.978031724785255e-05
3,val,0.09084222255608974,0.24812689473187707,0.22044034385211797,-0.011459242656617796,0.3442058198419872,0.25751749694513176,0.26181268905051525,0.6998993353084003,0.5655002002409119,-0.016850516088395384,6.557563752409588,5.2227359256972,0.2519965593206992,0.3078213998904595,9.978031724785255e-05
4,train,0.08924813106142242,0.2426340354743245,0.21819729560866577,-0.013771705419549196,0.34734241390629583,0.2627793415089129,0.3100403905410567,0.6699535181944061,0.5556257819172978,-0.017191212951339407,6.713907306027931,5.364434814433645,0.28164107043471187,0.3205181253367457,9.960967771506671e-05
4,val,0.08577786959134616,0.24717207921106896,0.22243402996569722,-0.0036898404485175007,0.3293099568004825,0.24423137113559681,0.3243218401731296,0.6953533462710858,0.5703480900091197,-0.0036841113519185953,6.269829646603423,4.98114720498266,0.31619852271434046,0.3078213998904595,9.960967771506671e-05
5,train,0.08503544248383621,0.2413210122727386,0.21777113832067393,-0.005881852227695328,0.3356024909837055,0.253582080774281,0.34479356073700873,0.6658819231114471,0.554280820667314,-0.010286464780002724,6.5493197641744905,5.211666574079842,0.3081953692086815,0.32434965988685344,9.939057285945934e-05
5,val,0.0835117437900641,0.24616675245848435,0.21966591763116974,0.004458201327759759,0.323837790058673,0.2438777743020382,0.3465908502948448,0.6955466138658771,0.5637041257451814,-0.004242119946167744,6.255127225577931,4.996364834615093,0.3194017196988487,0.3078213998904595,9.939057285945934e-05
