epoch,phase,loss,rmse_mean_height,mae_mean_height,r2_mean_height,rmse_mean_height_orig,mae_mean_height_orig,r2_mean_height_orig,support_ratio,lr
1,train,0.35227429620150863,1.0112413476509614,0.6628170053165187,-4.898895210285007,11.606522400193048,9.249358139283713,-1.1595086117817246,0.32423652122760643,9.993309423065413e-05
1,val,0.09018257336738782,0.43309203068409946,0.29916506854158875,-0.15576654912249466,7.268261250927589,5.770054451561751,0.08858577179884564,0.30849903936569506,9.993309423065413e-05
2,train,0.07736500707165948,0.40574301980210054,0.30026183740242335,0.05046987965339644,7.415680845891276,6.0009422422200185,0.11863003049338394,0.32455488402267985,9.973069901335274e-05
2,val,0.06684601612580128,0.3636617495980141,0.2685829044863668,0.18509875069158077,6.744360097128453,5.391949563262601,0.21524110656400885,0.30849903936569506,9.973069901335274e-05
3,train,0.06533771383351293,0.3671284296533296,0.2758819886625689,0.2223592326265188,6.99431958009933,5.6139220631064735,0.21583996567400088,0.32452709592621903,9.93933658720398e-05
3,val,0.06126051682692308,0.3474864501986679,0.25847654798937025,0.2559785010118487,6.587399271779846,5.234034416138634,0.2513432914213175,0.30849903936569506,9.93933658720398e-05
4,train,0.060028707570043104,0.34965163479350897,0.262927074101217,0.2950682189325926,6.746265043265078,5.381248167523038,0.2708322004174244,0.32459222859349746,9.892201941340769e-05
4,val,0.06421054937900642,0.3547902353971457,0.25868863658747693,0.2243727598511499,7.350805523858047,5.324650462872543,0.06776670100450088,0.30849903936569506,9.892201941340769e-05
5,train,0.05710870150862069,0.3401148016524251,0.2556525975536496,0.3331162206958854,6.5909222248204635,5.238374824343619,0.304012238959525,0.3243630310584759,9.831795156533685e-05
5,val,0.05563823993389423,0.3297246257342784,0.24782675416961547,0.3300961034326758,6.375909659214129,5.055233055717784,0.2986431299529959,0.30849903936569506,9.831795156533685e-05
6,train,0.05500340955010776,0.33352145613717343,0.2506167427800118,0.3588369715642332,6.4850669521579345,5.138291407606766,0.3262297164713215,0.3240685956231479,9.758281803581037e-05
6,val,0.055338541666666664,0.32975975748056235,0.2431592128123722,0.3299533409836586,6.26696756376498,4.964378490349902,0.3224058630796619,0.30849903936569506,9.758281803581037e-05
7,train,0.052773942618534485,0.3261728263930091,0.24468736495495144,0.3867978663271727,6.350647698352747,5.020721571062049,0.3539023493894521,0.32443174822577114,9.671863377473433e-05
7,val,0.052390074118589744,0.32069600051675995,0.2450565134177711,0.36628086096471235,6.2798124084697315,5.004738629643616,0.3196254079837376,0.30849903936569506,9.671863377473433e-05
8,train,0.05239573511584052,0.3246775529063614,0.2435795932960781,0.3919966734189849,6.338049020611696,5.004258798912045,0.35611601594443676,0.32470307185732084,9.572776745109963e-05
8,val,0.06258451021634616,0.35060959787580903,0.2825409163546898,0.24254412697509253,7.191525934650118,5.789778852932514,0.1077288570906515,0.30849903936569506,9.572776745109963e-05
9,train,0.051648580616918106,0.3222556885957127,0.24154706172895216,0.40133130382363424,6.292952217397991,4.9618413982826075,0.36547836726615157,0.32427169536722117,9.461293496062491e-05
9,val,0.05407793093950321,0.3252658719806261,0.24339987281520187,0.3480913674775884,6.483758607402684,4.976718519773165,0.2747154591466998,0.30849903936569506,9.461293496062491e-05
10,train,0.050273816338900865,0.317893091798256,0.23749674098638307,0.41731408358091315,6.200968114616219,4.8776309094051316,0.3838669826192739,0.3241253096481849,9.337719198167575e-05
10,val,0.06069398537660257,0.34447452354230584,0.27032420507459737,0.26882059160445293,7.187825326992136,5.5788791540296705,0.10864690866932503,0.30849903936569506,9.337719198167575e-05
11,train,0.0498467807112069,0.31628622416327257,0.23652875895620737,0.4228067255530432,6.181107924364194,4.861775868812926,0.387516159692067,0.3245968720008587,9.20239255998618e-05
11,val,0.05120927859575321,0.31655231388199134,0.24215435413376316,0.382551527183811,6.229509146495206,4.948043504728472,0.3304817783341799,0.30849903936569506,9.20239255998618e-05
12,train,0.04879381903286638,0.3130101461215463,0.23347635691133514,0.43538317825255646,6.113499407723599,4.796405985468238,0.401288543337576,0.3244117802587049,9.055684502427141e-05
12,val,0.050246801131810896,0.3142323175009384,0.23950745562127196,0.3915688609925848,6.174340992769964,4.896993989937067,0.342287694804847,0.30849903936569506,9.055684502427141e-05
13,train,0.04832132273706897,0.31137822612661326,0.2320022111635519,0.4410234440651174,6.081781860095674,4.767026188359613,0.4073486149488029,0.3242181975266029,8.897997142078664e-05
13,val,0.05121553861177885,0.31620284651096786,0.2412389388950241,0.38391407598062943,6.230567820353011,4.937344694731125,0.33025419646518905,0.30849903936569506,8.897997142078664e-05
14,train,0.04743694436961207,0.30837368979549196,0.2294599039752647,0.451629502925592,6.020530144625744,4.7118975524338635,0.41894306012039184,0.3244036707384833,8.730958012133426e-05
14,val,0.05233921148838141,0.31846880425981733,0.23697686560059747,0.3750525065694431,6.205146756873962,4.81538711475027,0.3357082476128199,0.30849903936569506,8.730958012133426e-05
15,train,0.04685500572467673,0.306473069699245,0.22762403333915374,0.45861498197313144,5.988310473799568,4.677475251247688,0.4255658994936443,0.3243485023235453,8.552705501030444e-05
15,val,0.04856598682892628,0.30856897483813767,0.23126301513325304,0.41330248155519667,6.0080567325903,4.723104008455317,0.3772370093361389,0.30849903936569506,8.552705501030444e-05
16,train,0.046574244005926725,0.3056138494050663,0.2269156049738846,0.4615977680119595,5.9699613617367415,4.661912037771305,0.42911402028895695,0.3241663702603044,8.36485231761921e-05
