epoch,phase,loss,rmse_tree_count,mae_tree_count,r2_tree_count,rmse_tree_count_orig,mae_tree_count_orig,r2_tree_count_orig,support_ratio,lr
1,train,0.051237879572687925,0.31649575593257784,0.24952419955764626,-0.7295106517556127,0.9086893312682531,0.6232699451031448,-0.8806354638816065,0.32507478073239326,9.993398263746848e-05
2,train,0.02965040464658995,0.24412031977205967,0.21963074234717217,-0.014630524135861522,0.6766002100222757,0.5600366281606287,-0.01765287323644693,0.32627148594002464,9.973248255571693e-05
3,train,0.02898974032015414,0.2412528223909297,0.21826846505363928,0.0018772320979096868,0.6680710981034483,0.556230814714024,-0.005667786858834178,0.3258447314839105,9.939603966138799e-05
4,train,0.028791685362119932,0.24015354374381415,0.2173919565198289,0.007364788376371334,0.6650426538165355,0.5537498460716052,-0.0019421067608498266,0.32799439373854045,9.892557612106927e-05
5,train,0.028546410637932854,0.23953679749186155,0.21692232086000818,0.013692552849038586,0.6641275888435975,0.552717371149856,0.0043451249917303425,0.32460804223208817,9.832238144262324e-05
5,val,0.029087946965144232,0.24347233002916,0.21772655291871074,0.020297621718455394,0.6900466827492444,0.5583564300392904,0.0029159496013294595,0.3063403484530938,9.832238144262324e-05
6,train,0.028274845432590793,0.23814175430535708,0.21630477410953733,0.017769576020398414,0.658163844677116,0.5504357352906344,0.009178227863723465,0.3190310629638466,9.758810894073588e-05
7,train,0.028149682122307854,0.23765506865313948,0.21532539701602665,0.020230100958436803,0.6570782158425181,0.5479545936737467,0.009990067817908677,0.31894084529296773,9.672477120529634e-05
8,train,0.02851300626187711,0.2390730304276012,0.2162728446736041,0.02163050600598526,0.6644846185612718,0.5516155016385115,0.011251976644832462,0.3180180130576765,9.573473458502748e-05
9,train,0.028352067277238175,0.23853003074901072,0.2157184921669898,0.02442560327706178,0.6627300846202565,0.550200026457969,0.012376196199282874,0.32451263946053144,9.462071270148897e-05
10,train,0.02823845115867821,0.23772069131135176,0.2155454134287578,0.025190390043199118,0.658278425059165,0.5491690898889018,0.014520827598636488,0.32775221644221125,9.338575901122875e-05
10,val,0.028846936348157052,0.242594299097742,0.21838895304010233,0.02735105494970158,0.6851841346102167,0.5599521813549453,0.016918731808162613,0.3063403484530938,9.338575901122875e-05
11,train,0.028588681607633025,0.2394298918884997,0.2161226143496237,0.028737646557932206,0.6682579376376914,0.5524106783499311,0.01669958669808691,0.31917744462151787,9.203325843647127e-05
12,train,0.028319487700591218,0.23845189891551227,0.21528551897960266,0.032954824203291544,0.6649893492645151,0.5499312174348397,0.020867117377264988,0.3250639003676337,9.056691808728094e-05
13,train,0.0283406231854413,0.23861585308449756,0.21578774607606693,0.02996483059102928,0.6642161808371986,0.5510199054174052,0.018277892192076095,0.32093454283234235,8.899075710063059e-05
14,train,0.02818659189585093,0.23794929136955648,0.215233124815905,0.030980183727885136,0.6613512789503915,0.5492387533914863,0.018965589993807708,0.3202865057297655,8.730909562422715e-05
15,train,0.02782130885768581,0.23642935581870891,0.21458596220740936,0.03194060116780262,0.6533995664318083,0.5464640761874133,0.021524366913915238,0.320615541189909,8.552654297528658e-05
15,val,0.030015211838942308,0.24705527073466937,0.22080656218399258,-0.008749159158468967,0.689638275366299,0.5661696251284422,0.004095858124268603,0.3063403484530938,8.552654297528658e-05
16,train,0.02799616633234797,0.23712466770075186,0.21443070105153472,0.03294368006927384,0.6580075280125626,0.5467749848736505,0.021089075580797534,0.32425985847776,8.364798500671589e-05
17,train,0.02794544116870777,0.23655240035008368,0.214116547825366,0.03697334857378143,0.655497927990126,0.5458845458836371,0.02733447115218779,0.3233488487029398,8.167857071533002e-05
18,train,0.028133804733688768,0.2376930493004672,0.21502662837446737,0.04185870557199822,0.6621737789520173,0.549577698745667,0.03216801940712577,0.32922570024793213,7.962369812880937e-05
19,train,0.028141949627850507,0.23751565895239293,0.2146529200582707,0.03612445909199702,0.6605621546162305,0.5479861327662247,0.02461483445979673,0.322900666779763,7.748899951008103e-05
20,train,0.027687278953758446,0.23601084093346472,0.21391153071783417,0.03541907937429467,0.6526542127844396,0.5447739000002898,0.02523684986188679,0.3226135785917978,7.52803259196779e-05
20,val,0.029111422025240384,0.24355448252060494,0.21748872365720187,0.01963636735847807,0.6861468748481568,0.5581682191057746,0.014154170378000819,0.3063403484530938,7.52803259196779e-05
10,test,,0.22528474553854264,0.20692819980174043,0.025280933442756615,0.6001219921305084,0.5173232820710646,0.02772182884755814,0.27053467678220083,7.52803259196779e-05
