epoch,phase,loss,rmse_tree_count,mae_tree_count,r2_tree_count,rmse_mean_height,mae_mean_height,r2_mean_height,rmse_tree_count_orig,mae_tree_count_orig,r2_tree_count_orig,rmse_mean_height_orig,mae_mean_height_orig,r2_mean_height_orig,support_ratio,lr
1,train,0.9909886853448275,0.5167090614471763,0.3430402227393252,-3.557906993293897,1.685725459552664,1.2907274057830462,-15.344839915748882,1.1173283446440692,0.7492536103800704,-1.7842310310127645,16.076017625893783,13.826218156760218,-3.126739006417452,0.3257218985721983,9.99755747381037e-05
1,val,0.30103478064903844,0.30481913460145954,0.24309465431324856,-0.5264590495115133,0.7817794963180985,0.5327931879764014,-2.8080155176004817,0.7946060846360644,0.6031660171354016,-0.3106590296322522,10.014006122278033,8.341186483629645,-0.7443525230482573,0.3078213998904595,9.99755747381037e-05
2,train,0.18552456559806035,0.2728819491833426,0.23079099045889265,-0.2707768005087703,0.6061126616730109,0.4140450095204459,-1.1024053249165582,0.731618147546178,0.5833391840094104,-0.19330070532422683,8.856891698528104,7.203864902304128,-0.24911447639449524,0.3246025874696929,9.99023230571995e-05
2,val,0.1284336187900641,0.26109967317767035,0.2252127577690266,-0.1199879828044188,0.4454445540894307,0.32033948657008143,-0.2362817687480665,0.7245922521750319,0.5764680911083497,-0.08986654917708536,7.505434727780737,6.103713614262512,0.02012594779299537,0.3078213998904595,9.99023230571995e-05
3,train,0.1079998147898707,0.25274069329387777,0.2216779467728617,-0.08451251121469561,0.40504925047323775,0.29633591827211,0.05023855515526088,0.695710492212125,0.565505252001756,-0.07045307615407803,7.311045175475309,5.878734328138831,0.1389608165336944,0.3270769579657193,9.978031724785255e-05
3,val,0.09360758463541667,0.2513829956385743,0.22125235547158892,-0.0381796240883181,0.3658553213553302,0.26233821874499946,0.16603291580522395,0.7071066891074395,0.5674876747270837,-0.037900789920557676,6.612465177060237,5.297487042153246,0.23941921658419063,0.3078213998904595,9.978031724785255e-05
4,train,0.09414020406788794,0.24513424583804092,0.21844279846001638,-0.03477206976112557,0.36269306052454575,0.27305726389164287,0.24770786082956842,0.674610900697008,0.5562944594918765,-0.0313829899150917,6.931493393176273,5.554855416996735,0.2343250480762724,0.3205181253367457,9.960967771506671e-05
4,val,0.08760422926682693,0.2485831321853593,0.2209493482377604,-0.015182255787729249,0.337357442662696,0.24904042570965845,0.2908946710926875,0.6983086476260905,0.5668329720247777,-0.01223369923477513,6.380502298016149,5.074197137381257,0.2918450561702176,0.3078213998904595,9.960967771506671e-05
5,train,0.08803458378232759,0.24280032027579745,0.21745217011782586,-0.018251847192724213,0.3453304001339022,0.26146838128571015,0.306258892523226,0.6692429179310662,0.5536500319245491,-0.020510911209042915,6.732500259860044,5.374437338643911,0.26895546886432076,0.32434965988685344,9.939057285945934e-05
5,val,0.08505327273637821,0.24742013477551164,0.21868180152477643,-0.005705406131140123,0.33136580175776975,0.2504827437112738,0.3158591412866121,0.6998577945923751,0.5614456565066687,-0.016729814602183257,6.415914691108264,5.138576989653448,0.2839625882355614,0.3078213998904595,9.939057285945934e-05
