epoch,phase,loss,rmse_mean_height,mae_mean_height,r2_mean_height,rmse_mean_height_orig,mae_mean_height_orig,r2_mean_height_orig,support_ratio,lr
1,train,1.5356313344594594,2.2696512746361206,2.0053546684199492,-28.86975866317799,20.13483270819818,18.499717029713693,-5.524377705978946,0.32507478073239326,9.993488369017153e-05
2,train,0.35760415566934123,1.0499870533094675,0.718295208870844,-5.404279827972519,12.1485174376118,10.150807594685451,-1.3746575027453347,0.32627148594002464,9.973429768024264e-05
3,train,0.11096335746146538,0.5504179726099924,0.35339316072920113,-0.7450358697140897,7.984201341366143,6.451971251461456,-0.02012460834783547,0.3258447314839105,9.939876388260622e-05
4,train,0.0690509693042652,0.3932738948849731,0.2812456639480364,0.1028375548666074,6.966475807540801,5.587446656185736,0.22014976263468244,0.32799439373854045,9.892920197207902e-05
5,train,0.061943672798775336,0.3707220260371525,0.2667472647101594,0.21029673549411199,6.7774369329529,5.397086103714822,0.2679221914830915,0.32460804223208817,9.83268989852189e-05
5,val,0.057216546474358976,0.3706475290317536,0.25097509917688904,0.1375047986401664,6.416563994764997,5.102674871766235,0.27783704586934566,0.3063403484530938,9.83268989852189e-05
6,train,0.057185405009501686,0.3485318094260646,0.2559428837400891,0.30683460725711076,6.587267979449701,5.238134245419882,0.31307040528737884,0.3190310629638466,9.759350579264724e-05
7,train,0.055235166807432436,0.34099764833872853,0.25011389063556566,0.34436972825970924,6.412499887722252,5.081717433846168,0.3476946102773115,0.31894084529296773,9.673103257412743e-05
8,train,0.05360000197951858,0.3436380333314081,0.24577337138930483,0.32233029330100416,6.339578529132772,5.0068572073699995,0.3555926850337502,0.3180180130576765,9.574184330880152e-05
9,train,0.051776370486697636,0.32491727015427624,0.24121660131790212,0.3894234368296484,6.280424609897438,4.955985378104907,0.36818902656682817,0.32451263946053144,9.462864929568826e-05
10,train,0.05067340747730152,0.3211224945916633,0.23885758254649775,0.4046424747519669,6.2440767897110305,4.924453449939276,0.37718256779000736,0.32775221644221125,9.339450172220025e-05
10,val,0.05036652393830128,0.3131296318282856,0.23534649154407708,0.3844224060305531,6.10268872618847,4.82821097108599,0.3467602802923532,0.3063403484530938,9.339450172220025e-05
11,train,0.05028307115709459,0.3235326767776959,0.23764820201997888,0.3988235718872093,6.20701204170499,4.882618369684853,0.38727200332077527,0.31917744462151787,9.204278330105191e-05
12,train,0.05012306007179054,0.31918465273271934,0.23727675939823,0.41083192032453497,6.183948340915921,4.865463451678404,0.38531455706987217,0.3250639003676337,9.057719899847893e-05
